song.id,title,duration,latitude,longitude,location,loudness,release.name,tempo,terms,year
SONFNKK12A8C13BDE6,Angels We Have Heard On High (Album Version),176.37832,37.15735675,-63.93335787,"DURHAM, North Carolina",-8.686,Christmasing,119.711,symphony,0
SODAAKS12AB018D37F,Welcome To My World (Live),84.16608,34.27611,-88.35068,"Itawamba County, MS",-11.433,Tammy Wynette - Live at the Rodeo!,155.05,honky tonk,0
SODCXGX12A8AE46866,We Have All The Time In The World (Live),235.36281,37.15735675,-63.93335787,Not available,-12.767,A-sides_ B-sides and Rarities,91.859,blues-rock,0
SOFRDJX12A8C130B2F,Por La Calle Abajo,164.12689,37.15735675,-63.93335787,Not available,-8.07,Grandes Axitos: Los Chunguitos,158.479,flamenco,2000
SOYYANE12A8C132D08,Un Garcon Pas Comme Les Autres (Ziggy),179.01669,37.15735675,-63.93335787,"Charlemagne, Quebec, Canada",-14.403,Dion Chante Plamondon - Celine Dion Sings The Songs Of Luc Plamondon,80.999,soft rock,0
SOZCATU12A58A7BD8D,Happy Valentine's Day,323.10812,33.74831,-84.39111,"Atlanta, GA",-4.018,Speakerboxxx/The Love Below,100.026,dirty south rap,2003
SOQEUVL12A8C133AC2,Just A Closer Walk With Thee,179.93098,37.15735675,-63.93335787,Not available,-16.334,Somebody Bigger Than You And I,100.018,comedy,0
SOBBDPK12AC3DF6CB3,Second Hand Life,274.12853,37.15735675,-63.93335787,Not available,-5.912,Second Hand Life: The Deluxe Edition,106.896,hard rock,0
SOTHGTJ12A8C13399D,Cherry Pie,201.03791,37.15735675,-63.93335787,GERMANY,-4.65,Cherry Pie,177.152,hard rock,0
SOJZHAZ12AB01866C5,Hipster Haircut,120.16281,37.15735675,-63.93335787,Not available,-3.909,Allt Ar Skit_ JA$?mt,194.53,digital hardcore,0
SOVNVPF12A8C13AD4A,Round and Round,107.83302,41.88415,-87.63241,"Chicago, IL",-6.028,White African,217.289,country blues,2001
SOIAYAJ12AB0189B8B,Up All Night - Remix,544.522,37.15735675,-63.93335787,Not available,-10.971,The Choice EP,84.64,ghetto tech,0
SOQEBML12A8C136AA4,Werther (1997 Digital Remaster)_ PREMIER ACTE/ACT ONE/ERSTES AKT: Mon AC/me a reconnu votre AC/me(Werther/Charlotte),55.40526,37.15735675,-63.93335787,Not available,-23.73,Massenet: Werther,109.158,opera,0
SOYVTIL12A6D4F6BD4,See That Girl,190.14485,37.27188,-119.27023,California,-10.288,Gold,72.656,blue-eyed soul,1965
SOZFWDC12A8C13317B,Water Is Alright In Tay,113.78893,53.41961,-8.24055,Ireland,-13.289,IRISH DRINKING SONGS,105.852,irish folk,1993
SOHODRU12A81C230CE,Genuine,1400.37179,37.15735675,-63.93335787,Not available,-8.792,About Time,0,funk metal,1998
SOAULBO12A58A7A2F8,A New Heart,317.70077,40.71455,-74.00712,New York,-15.968,From Conception to Birth: A Life Unfolds,110.1,meditation,2004
SOZUUEA12A6701D4D2,Wind In The Wire (Album Version),211.40853,37.15735675,-63.93335787,"Marshville, NC",-14.172,Wind In The Wire,95.655,country gospel,1993
SODVRAB12AB018DD17,Where Do I Fit,184.68526,37.15735675,-63.93335787,Not available,-4.768,Tonic,156.028,post-grunge,0
SOQRIHX12AB0185FCB,Changed,314.14812,37.15735675,-63.93335787,New Brunswick NJ,-5.853,Summer of a Thousand Years,130.459,glam rock,0
SOQGJZV12A8C144767,Amores Cobardes,234.63138,37.15735675,-63.93335787,CA!diz,-5.343,Con Los Pies En La Tierra,147.886,flamenco,2008
SOGRIWH12A8C1318AD,Perca peso,320.05179,37.15735675,-63.93335787,Not available,-5.647,Idem,173.652,samba,2005
SOKHRGL12AB018ADAC,Brown Girl,252.682,35.99527,-78.89601,"Durham, NC",-12.239,The Open Mind Of John D. Loudermilk,112.781,blues-rock,0
SOSXYJQ12A6D4FB699,Mornin' Glory,183.11791,33.90698,-88.95535,"Chickasaw County, MS",-13.881,The Best of Bobbie Gentry: The Capitol Years,101.577,country blues,1968
SOKMREL12AB017AC04,La Copa Grande,189.57016,37.15735675,-63.93335787,Not available,-8.888,PAdemelo Todo,98.063,ranchera,0
SOIAGWA12A8C142CE0,Ojitos Dormilones,204.66893,37.15735675,-63.93335787,Not available,-7.787,Tesoros De ColecciA3n,189.758,tejano,0
SOAXMZC12A6D4F67A6,The Son Of Hickory Holler's Tramp,188.96934,37.15735675,-63.93335787,"Houston, TX",-12.193,The Best Of Kenny Rogers,174.785,country rock,1977
SOQKBUO12A6D4FB40F,Bad When U Broke,209.55383,37.15735675,-63.93335787,LOWELL,-8.43,Real Talk,166.026,motown,0
SOAFFAD12A8C130310,My Funny Valentine,266.60526,22.81751,-82.7603,"Artemisa, Cuba",-14.818,Trumpet Evolution,61.018,latin jazz,2003
SOONSFT12A8C13E5D0,Hit And Rape (Album Version),131.81342,37.15735675,-63.93335787,Not available,-3.525,The Late_ Late Show,93.021,horror punk,0
SOAHAEF12AB017E6A5,I'm In Love,333.21751,51.50632,-0.12714,"London, England",-6.883,Bestival presents Sunday Best Vol 2,130.016,big beat,0
SOJDYWJ12A6D4F3E34,Feel So Stupid (Table 9),197.51138,37.15735675,-63.93335787,Not available,-5.173,Orphan,101.923,nu metal,2001
SOFCBVB12A8C143EC8,Les Chaudrons,295.96689,37.15735675,-63.93335787,Not available,-7.632,La Vie D'Ici Bas,125.47,jazz,2007
SONRUXD12A6D4F4A5E,We Can't Win (Explicit),203.10159,37.15735675,-63.93335787,"Oakland, CA",-12.042,Doe Or Die,88.064,gangster rap,1995
SOUVYHS12A8C13AB77,"Die Fledermaus - Operette in drei Akten/Silvester-Einlagen/Dein ist mein ganzes Herz (aus ""Das Land des LA$?chelns"")",238.10567,37.15735675,-63.93335787,"Salzburg, Austria",-20.18,J. Strauss: Die Fledermaus,103.929,opera,0
SOVSNHP12AB0185417,Wahrheit,270.73261,37.15735675,-63.93335787,Not available,-5.106,International,150.063,hip hop,0
SOKAWBI12AB018277B,El Barbero,251.08853,37.15735675,-63.93335787,Not available,-8.173,Las Mejores Gaitas Vol.3,179.665,gaita,0
SOZBVGC12A8C1341A6,Long Distance Relationship,270.21016,43.00029,-107.55405,Wyoming,-7.284,Ladies' Choice,135.87,smooth jazz,0
SOBQWPU12A8C144A5E,Captain Fingers,444.81261,37.15735675,-63.93335787,"Hollywood, CA",-8.424,OverTime,128.972,instrumental pop,1977
SOCAWJO12A8C13C811,So ist das nun mal,395.17995,37.15735675,-63.93335787,Not available,-8.586,So ist das nun mal,124.988,tech house,1997
SOOXXFH12AB0186E48,Ready Now,239.38567,37.27188,-119.27023,California,-11.601,Intromission,188.947,jungle music,0
SOMZTXK12AB018491B,Voodoo Chile,502.69995,34.67747,135.50323,"Osaka, Japan",-8.016,Voodoo Crossing A Tribute To Jimi Hendrix,129.245,jazz funk,0
SOMHUTQ12AB018DEF1,Rainbow Ride,285.70077,46.8132,8.22395,Switzerland,-8.712,Honest,122.004,new romantic,0
SOYHKYI12A6D4FAEB4,Scratchy (Takes 1-3 / bonus track),732.39465,37.15735675,-63.93335787,Not available,-11.252,Scratchy: The Reprise Recordings [Includes Liner Notes],119.649,country rock,0
SOYVTPT12A8C13FBD4,Grad,354.79465,37.15735675,-63.93335787,Not available,-9.213,The Red Album,98.763,sludge metal,2007
SOPFOHF12A6D4F6538,As You Take A  Walk Through My Mind,192.73098,27.94653,-82.45927,"Tampa, FL",-17.222,EMI Country Masters - 50 Originals,110.595,folk-pop,0
SOPTTOX12A6310E279,One Of Our Submarines,309.57669,30.08374,31.25536,"Cairo, Egypt",-8.907,Premium Gold Collection,130.017,pop rock,1982
SOLRHDX12A8AE47065,WA-KA-BAM!! (INTRO),22.33424,32.67828,-83.22295,Georgia,-12.43,JTV,41.985,future jazz,0
SOSRMIF12A81C237B0,Now_ Baby_ or Never,259.73506,44.11559,-120.51484,Oregon,-6.605,Barbara Lusch,92.215,jazz,0
SOVKDPG12A8C144EE8,Le Petit Train (MixA(c) Par Mark Plati),211.01669,46.71067,1.71819,France,-6.301,Le Petit Train (Mixe Mark Plati),150.096,chanson,0
SODGZCH12AB0183AE6,Goodness & Mercy,236.56444,37.15735675,-63.93335787,Not available,-9.881,Fatis Presents Ini Kamoze,165.111,dancehall,0
SOCXRVU12A6D4F87A2,Walking Dub,192.15628,18.01571,-76.79731,"Kingston, Jamaica",-9.256,Ghetto-ology + Dub,161.721,roots reggae,0
SOIWWJW12AB017C41E,Comin' Tonight,209.60608,40.71455,-74.00712,NY - New York City,-13.551,Comin' Tonight,117.316,folk-pop,2008
SOYKSBN12AB017EF6B,Chitlins Con Carne,235.65016,32.77815,-96.7954,"Dallas, TX",-13.277,Blues At Sunrise,111.834,texas blues,1996
SOGMHRG12A6D4FE8CD,Motherless Children (Remastered Version) (Take 2),180.03546,30.38815,-96.0878,"Navasota, TX",-19.24,Trouble In Mind,153.765,texas blues,0
SOJENAR12A67021592,On The Other Hand (Remastered Album Version),187.53261,37.15735675,-63.93335787,"Marshville, NC",-12.324,Trail Of Memories:  The Randy Travis Anthology,95.781,country gospel,0
SOCXDDP12A8C141B23,El Te Daba Mala Vida,221.23057,37.15735675,-63.93335787,Not available,-9.013,DA(c)jame Solo,133.324,flamenco,1982
SOJNGHO12A6D4F84BC,Palabras De Amor(En Vivo),169.482,37.15735675,-63.93335787,Not available,-7.548,La Portuaria En Vivo,182.922,disco,0
SODAYSL12AB018FFFA,Nothing To Lose,260.10077,37.15735675,-63.93335787,Newton County,-5.852,South Of Hell,200.004,rap rock,2010
SOULRCV12A8C137BEC,Juste Une Petite Fille,263.67955,50.82056,4.37967,"Ixelles, Belgium",-15.406,Differente,89.394,chanson,1995
SOWHWDA12AB0187A89,Let the People Dance,180.45342,37.15735675,-63.93335787,Not available,-8.287,Count Talent and the Originals,78.213,blues-rock,0
SOWNKEY12A8C131FE7,Look Around featuring dead prez and Cheryl Pepsi Riley,318.56281,37.15735675,-63.93335787,Not available,-5.414,A Musical Massacre (Explicit),93.957,grime,0
SOGVJTG12A6701E991,Angel,335.33342,37.15735675,-63.93335787,"Boston, MA",-5.763,A Little South Of Sanity,76.096,blues-rock,1987
SOHXTED12A8C132856,Mi Son Maracaibo,288.33914,37.15735675,-63.93335787,Not available,-12.565,The Best Of Rene Touzet (His Piano and  Orchestra),112.067,exotica,0
SOHLWHP12A6D4F614B,Don't Lose Control,258.87302,38.62666,-88.94561,"New York City (Salem, IL - originally)",-14.647,One Down,99.587,future jazz,0
SOGDDBQ12A8C140740,Little Woman,183.09179,33.45081,-90.645,"Indianola, MS",-14.663,Jazz Gillum Vol. 2 1938-1941,101.713,chicago blues,0
SOGHJED12A8C137F42,My Bulldog Blues,167.02649,37.15735675,-63.93335787,Massachusetts,-19.569,Sonny Terry & Brownie McGhee_ Vol. E (1938-1941),117.625,piedmont blues,0
SOQOEYV12AB0185DEF,Love Can Break Your Heart (LP Version),296.202,37.15735675,-63.93335787,"St. Louis, MO",-10.015,Take It To Heart,109.731,ballad,0
SOAJUIE12A6D4FAC25,Broad Daylight - The BBC Sessions [Top Gear 17/3/69],197.56363,37.15735675,-63.93335787,"London, England",-12.473,Free - Live At The BBC,114.168,blues-rock,0
SOJZZJS12A8C1388F4,Shi Shang Zui Qiang Man Hua Wang Da Luan Dou,185.0771,37.15735675,-63.93335787,Not available,-8.006,Shi Shang Zui Qiang Man Hua Wang Da Luan Dou,115.449,cantonese pop,0
SOXYHAQ12A8C139A64,Rudolph The Red Nosed Reindeer,200.75057,37.15735675,-63.93335787,Not available,-14.179,Let's Make Christmas Every Day,134.857,easy listening,0
SOFTQOA12A8C141EF8,Snowdrops,356.54485,37.15735675,-63.93335787,Not available,-10.06,Little Man,129.277,neo-progressive,2006
SOFRWMT12A8C13604E,Sweet Southern Comfort,212.89751,35.61301,-90.33078,"Lepanto, AR",-6.986,Buddy Jewell,147.928,bluegrass,2003
SOZEDYL12A6D4F6A73,Luna De Octubre,157.46567,37.15735675,-63.93335787,Not available,-12.972,Mis Boleros,84.273,ranchera,0
SOCARBC12A58A7BEA3,Say Yeah,233.63873,37.15735675,-63.93335787,Not available,-5.404,Kings of Zion Part III,127.876,dancehall,2005
SODBIWB12AB018705E,Hell Will Reign,337.24036,37.15735675,-63.93335787,Not available,-4.786,Closer to God,94.069,thrash core,0
SOJXYFD12A8C143701,The Ferocious O' Flahertys,52.76689,38.8991,-77.029,Washington,-26.343,The Road From Connemara,224.471,irish folk,0
SOIZTGE12AB018096F,Marea De Venus,262.37342,37.15735675,-63.93335787,Not available,-11.291,Colores Santos,129.047,electronica,0
SODOGGH12A6D4F7916,I Want To Go Home,489.482,37.15735675,-63.93335787,Not available,-17.958,Mambo,197.038,soukous,0
SOWGPEW12AB0182FEF,Century City Rag,159.05914,37.15735675,-63.93335787,Not available,-8.383,L.A. Explosion,162.954,garage rock,1979
SORULTV12A8AE45994,Life,232.25424,37.15735675,-63.93335787,Not available,-13.05,Magic,85.746,roots reggae,0
SOSBUAO12A8C132DE4,Rock Bottom,232.75057,37.15735675,-63.93335787,Not available,-4.045,World Upside Down,127.974,tech house,2006
SOVMKKT12A58A7F0CC,Love Unlimited (Explicit),205.66159,37.15735675,-63.93335787,Not available,-7.119,100% Colombian,94.082,blues-rock,1998
SOFGRFP12AC392B630,The Sweetest Sounds,180.6624,40.74269,-84.10729,"Lima, OH",-10.527,An Era Reborn,135.238,vocal jazz,0
SOSNQLH12A8C132485,Turbocharger,235.4673,34.16788,-111.9307,Arizona,-9.087,Turbocharger,100.009,industrial rock,0
SOEJGDS12A8C13875E,America the Beautiful,206.91546,37.15735675,-63.93335787,Not available,-20.696,Songs of the US Army,83.15,patriotic,0
SODEQMC12AB018807F,Hardly Wait,180.13995,37.15735675,-63.93335787,"London, England",-4.422,The Never Ending Why,121.354,british pop,2009
SOSZLHY12A6D4F5CCC,Tu Hi Tu Sada,305.3971,37.15735675,-63.93335787,Not available,-5.041,Honge Na Juda Hum,95.889,bhangra,0
SOBVAPJ12AB018739D,Exogenesis: Symphony Part 1 [Overture],258.42893,54.31407,-2.23001,UK,-8.895,The Resistance,121.071,art rock,0
SORWDCM12A6D4FC397,Computer Love (2009 Digital Remaster),399.33342,37.15735675,-63.93335787,"Di?1/2orf, Germany",-9.219,The Mix (2009 Digital Remaster),127.984,electronic,0
SOBIAEZ12A8AE484C8,Someone To Hold,214.90893,37.15735675,-63.93335787,Not available,-10.846,Strictly The Best Vol. 18,88.897,dancehall,0
SOCMKXW12AB0187C9C,Great Big Problem,264.07138,37.15735675,-63.93335787,Not available,-5.202,Voice From Home,162.002,ccm,2005
SOFNTFC12AB0184512,He Will Lead His Children Home,162.06322,37.15735675,-63.93335787,Not available,-12.37,When All God's Singers Get Home,110.167,country gospel,0
SOVTGRO12AC4686C43,Air: My Lagan Love,166.922,52.85551,-9.40102,"Miltown Malbay, Ireland",-11.477,Willie Clancy The Gold Ring,106.542,disco,0
SORSFTZ12A8C1391C5,My Heart Is Yearning,143.64689,37.15735675,-63.93335787,"Berkeley, CA",-11.661,Punk In Drublic,156.079,punk,1994
SOGGMKI12AB017E625,Tyre,71.99302,34.05349,-118.24532,"Los Angeles, CA",-28.475,Empty The Bones Of You,97.845,motown,0
SOCAEYG12AB01849C0,Let's Blame The Lightman,189.57016,37.15735675,-63.93335787,Antarctica,-3.492,Carnival Of Chaos,169.237,comedy rock,1997
SOAUNYK12AB01860D9,Son Sabroso,270.70649,37.15735675,-63.93335787,Not available,-5.698,Guerreros De La Luz,113.569,gaita,0
SOWMQTJ12AB0184323,Master Of The Universe,212.92363,34.05349,-118.24532,"Sydney, Australia",-5.429,Tri-polar (Edited),209.739,post-grunge,2009
SOOIXCN12A6D4F77B2,Paper Doll,162.19383,37.15735675,-63.93335787,Tennessee,-11.552,Gary Nichols,73.979,country blues,0
SOKLSGP12A8C13A2FD,Das Telefon sagt Du,231.10485,37.15735675,-63.93335787,Not available,-10.201,Das Telefon Sagt Du,124.976,tech house,1994
SONOXGB12A81C218C8,Viaje Al Averno,169.69098,37.15735675,-63.93335787,Not available,-4.199,Lo Mejor De Gabinete Caligari,122.22,pop rock,1991
SOCUGVI12AC468B002,The Burp Heard 'Round The World,110.52363,37.15735675,-63.93335787,Not available,-9.516,Nanny McPhee & The Big Bang,84.969,instrumental pop,2010
SOELRRQ12AB0188C34,Let's Go,160.93995,37.15735675,-63.93335787,Washington,-8.758,Genius + Soul = Jazz,88.745,blues,0
SODGSCA12A8C13F157,Gina,165.40689,37.15735675,-63.93335787,Not available,-12.987,Sacred Cow,147.508,post-grunge,1996
SOAKCYS12AB01852C7,Sedona Suite (Sunrise/Prayer/Joy/Sunset),743.36608,37.15735675,-63.93335787,Not available,-16.389,Sedona Suite,134.491,meditation,1992
SODZMUH12AB01838CD,El Mensaje Soy Yo,171.10159,-34.60852,-58.37354,Buenos Aires.,-6.176,El SatA!nico Dr. Cadillac,115.737,ska,1989
SOWESWN12AB01899E1,I Can't Feel You Anymore,195.3171,36.16778,-86.77836,"Nashville, TN, Texas",-13.141,Gold,93.312,honky tonk,1994
SOGTROT12A67020FF3,"Not Homophobic/The Word Is ""Cock"" (Spoken Word) (Album Version)",217.10322,40.73197,-74.17418,"Newark, NJ",-14.031,I'm Gonna Be Dead Someday,105.006,comedy,2000
SORJCKM12A8C1410BC,I'll Sweat You (LP Version),253.41342,37.15735675,-63.93335787,Not available,-6.033,Mista,90.882,dubstep,0
SOIXLJG12AB018508A,Fuel the Fire,222.27546,37.15735675,-63.93335787,Not available,-6.338,Stings of Conscience,160.783,post-hardcore,2001
SOLOYFG12A8C133391,Memphis,177.71057,37.15735675,-63.93335787,Not available,-15.015,Top Ranking Reggae - Bob Marley - Soul Almighty,180.876,reggae,1999
SOEIRMZ12AB01864F8,Emmaus,243.80036,37.15735675,-63.93335787,Not available,-12.347,Things That Last Forever,101.913,southern gospel,0
SOLPJQA12A6D4F87A0,Sound Clash,262.19057,37.15735675,-63.93335787,"Toronto, Ontario, Canada",-6.453,The Master Plan,144.067,jazz rap,1996
SOSDCBC12A58A77A79,Baby My Love,476.9171,37.15735675,-63.93335787,Not available,-6.826,His Majesty Is Coming,132.337,freakbeat,0
SOIEAJT12A8AE458EC,Vienna,231.07873,39.74001,-104.99226,"Denver, CO",-8.096,How To Save A Life,124.534,piano rock,2002
SOPHMCZ12A81C21C54,Selling Jolson A Baseball Team,586.70975,26.12367,-80.14356,"FORT LAUDERDALE, Flevoland",-13.818,EMI Comedy - Groucho Marx,75.22,doo-wop,0
SODTDTD12A6D4F7D7B,Sete Desejos,205.87057,37.15735675,-63.93335787,Not available,-9.813,2 Em 1,144.162,brazilian pop music,1992
SOJVTQT12A8C13B86D,He Says The Same Things To Me,168.48934,38.68193,-84.59431,"Dry Ridge, KY",-10.38,Skeeter Davis: RCA Country Legend,89.219,country rock,0
SOMTCUG12AB018D478,Mambo Suavecito,178.46812,37.15735675,-63.93335787,"New York, NY",-13.805,Mamborama,179.587,salsa,1993
SOXJPDJ12AC4689AE4,Hoy Es Hoy,243.46077,37.15735675,-63.93335787,Not available,-6.574,Hoy Es Hoy,108.009,chicago blues,0
SOZRSKM12AB01881E6,E se tu lontana sei,191.65995,37.15735675,-63.93335787,Not available,-10.247,De beste liedjes,106.854,country rock,2006
SOZBWGI12AB017D445,Foggy Mountain Top,160.7571,38.68193,-84.59431,"Dry Ridge, KY",-13.321,The End Of The World,148.653,country rock,1963
SOOXCKQ12AB0184FBC,All On Our Own,236.72118,37.15735675,-63.93335787,Not available,-2.45,One Block Radius,124.022,pop rap,2008
SOMFGBQ12A582917CD,Mountain By The Sea (Tribe Unknown),193.25342,37.15735675,-63.93335787,Not available,-12.852,American Indian Ceremonial & War Dances,136.726,ethnic,0
SOOWPWH12A8C13649B,Bad Days,417.56689,37.15735675,-63.93335787,Not available,-8.92,Loud,87.995,progressive house,2001
SOCHXGO12A6D4F918E,Nossa DanASSa,174.54975,37.15735675,-63.93335787,Not available,-12.209,2 Em 1 (Dois Em Um),115.781,brazilian pop music,0
SOKYSHY12A8C13EA99,Moon Boom,213.7073,37.15735675,-63.93335787,Not available,-8.913,Virtual Leisure,100.042,tech house,0
SOFVPZU12AF729CC83,All Day,512.1824,37.15735675,-63.93335787,"San Antonio, TX",-3.237,Humpty Dumpty LSD,79.709,noise rock,1987
SOIBLAH12AB018B3BA,Stormtrooper (Live),108.93016,37.15735675,-63.93335787,"Kona, HI",-5.356,Kona Gold,148.712,reggae,2009
SOVDKIH12AB0187301,La RevoluciA3n,261.642,37.15735675,-63.93335787,Not available,-7.164,Cosa de Hombres,159.668,chicago blues,1995
SODLKUO12A8C13CA35,Time Is On My Side,172.72118,51.50632,-0.12714,"London, England",-7.343,12 x 5,107.455,blues,1964
SOCTMWO12AB018563C,We Will Glorify (Key-B-Db-Premiere Performance Plus),201.32526,37.15735675,-63.93335787,Not available,-10.012,We Will Glorify (Premiere Performance Plus Track),135.989,ccm,0
SOIXNYE12A8C1366F2,Man Of No Reputation,331.25832,37.15735675,-63.93335787,Not available,-16.196,Collection: B. Carlisle,103.634,ccm,1994
SOJRGAN12A8C1339B6,Waste A Little Time On Me,232.12363,37.15735675,-63.93335787,Not available,-15.161,Stagepass,103.731,heartland rock,1975
SOPZKAF12A8C140A6A,Air_ Siote No. 3 (J.S. Bach),191.42485,37.15735675,-63.93335787,Not available,-16.41,Babies Go To Sleep,111.903,lullaby,0
SOOPTTP12A8C134AA6,Everyday,269.40036,37.15735675,-63.93335787,Not available,-7.594,All By Myself,154.286,alternative rock,1982
SOXVSTI12A6310ECC7,Ricky Ticky Toc,171.72853,37.15735675,-63.93335787,"St. Joseph, MO",-5.92,Encore,86.007,hip hop,2004
SOMNMLC12A8C144272,Mana Laina Chahida,337.60608,37.15735675,-63.93335787,Not available,-13.891,Gal Sun Ja,127.582,broken beat,0
SOIEXWD12A8C14314E,Come Monday,235.96363,37.15735675,-63.93335787,"Brooklyn, NY",-3.723,Here At The Mayflower,98.001,soft rock,0
SOUYBKO12AB018735E,Angelito (Directo 09),211.46077,37.15735675,-63.93335787,Not available,-4.392,Directo en tus manos,109.982,cumbia,0
SOPJEXC12A6D4FB529,Hot Dental Supplies,95.73832,37.15735675,-63.93335787,Not available,-14.218,Hung Like A Fly,78.139,comedy,0
SOQTVUL12A6D4F8F04,Until I Believe In My Soul,434.88608,52.47859,-1.9086,"Birmingham, England",-8.844,The Projected Passion Revue,84.437,folk rock,1982
SOQTFNY12A8AE47D3F,LA -Bas,501.05424,48.85692,2.34121,"Paris, France",-8.508,Live 98 En Passant,148.642,chanson,1991
SOJADBN12A6D4FD5F2,DA(c)stockage massif (with Alex Gopher),215.84934,37.15735675,-63.93335787,Not available,-8.178,Super Discount,115.862,deep house,0
SOGKMGI12AB018B11C,Back To Burn,151.61424,40.71455,-74.00712,"NEW YORK, New York",-6.265,Dj Revolution Present Class Of 86,197.152,hip hop,2001
SOULMYP12A8C143D8B,Ingenting,257.74975,37.15735675,-63.93335787,"Eskilstuna, Sweden",-6.421,Tillbaka Till Samtiden,120.008,post-grunge,0
SOQJQUF12AB0184B38,Theme III,50.1024,37.15735675,-63.93335787,Not available,-16.468,Themes,162.676,doom metal,2000
SOAABSU12A81C1FB9E,Lonely,240.29995,37.15735675,-63.93335787,Not available,-6.735,Introducing&,166.124,melbourne,0
SOHBEDZ12A8C14021D,Estoy Pensando En TA,168.46322,37.15735675,-63.93335787,Not available,-11.106,Solo Lo Nuestro - 20 Exitos,105.459,salsa,2003
SOJPZOO12AC90718EE,Iron-head: Palestine,41.84771,37.15735675,-63.93335787,Not available,-4.439,Dogma,197.831,hard trance,0
SOIDJZY12A6701DEF7,Voodoo Chile Blues,528.14322,37.15735675,-63.93335787,"Seattle, USA",-12.797,Blues,175.663,blues-rock,1994
SOSMRWG12A58A7EA03,Grandma's Spending Christmas with the Superstars,185.5473,37.77916,-122.42005,California - SF,-16.241,Dr. Elmo's Twisted Christmas,106.127,parody,0
SOLHQLA12A58A7653B,Sho' Enough,240.27383,37.33847,-121.88579,"San Jose, CA",-9.31,Exception To The Rule,122.019,electric blues,1996
SOCWHIU12AB01872DA,L'education du corps des porcs,287.242,37.15735675,-63.93335787,Not available,-5.612,Croc' noces,149.591,chanson,2001
SOPHKMV12A6D4F92BC,WHEN I AM YOU,305.05751,37.15735675,-63.93335787,Not available,-3.382,YOUR WORLD IS BURNING,120.042,industrial dance,2006
SOOMWCA12AB01834ED,Murda',230.84363,37.15735675,-63.93335787,Not available,-16.376,The Final Chapter,90.071,miami bass,0
SOVZXBP12A8C1366A1,Big Railroad Blues,197.0673,34.82973,-89.5647,"Red Banks, MS",-20.832,Gus Cannon Vol. 1 (1927 - 1928),116.539,trip hop,0
SOKLETG12A58A7D0BF,Do It Nice,323.94404,40.71455,-74.00712,"New York, NY",-13.753,The Second Album + The First Rehearsal Tapes,130.826,experimental rock,1999
SOCQXMW12A58A7E63F,The Monkey King,315.01016,37.15735675,-63.93335787,Not available,-34.703,Strange Cargo III,95.869,progressive house,1993
SOTESSB12AB017F56D,Amazing (LP Version),294.08608,37.15735675,-63.93335787,Not available,-6.477,Steady On,125.95,ccm,1998
SOGCDYR12AC961854A,You And Your Heart,196.20526,37.15735675,-63.93335787,"Galveston, TX",-7.045,You And Your Heart,107.042,rock,2010
SOMCQZY12A8C136BBF,Can You Feel It?,321.56689,37.15735675,-63.93335787,"Hollywood, CA",-11.241,This Is Love,93.848,instrumental pop,1998
SOBHGGX12A8AE45557,Someday,262.79138,37.15735675,-63.93335787,Not available,-9.199,Seasons,100.01,downtempo,0
SONGLFT12AB0189B1E,Floripa,354.11546,37.15735675,-63.93335787,Not available,-12.611,Pinkboy Presents TPC,132.002,ghetto tech,0
SOMUULD12A6D4FBB30,Hasta El Final,224.91383,37.15735675,-63.93335787,Not available,-7.29,Rio,122.026,disco,2005
SONGJCH12A8C140C32,John Dunbar Theme [Dances with Wolves],147.64363,37.15735675,-63.93335787,Not available,-19.76,The Very Best of Relaxing Classics,111.267,los angeles,0
SOYDWJC12AB017D699,Gewisse Leute,192.73098,37.15735675,-63.93335787,Not available,-14.393,Herzen mit Koffer,106.07,chanson,0
SOOUQMH12A58A7C633,Guitar Rag,181.18485,38.25486,-85.7664,"Louisville, KY",-20.444,Slidin' On The Frets: The Hawaiian Steel Guitar Phenomenon,110.691,country blues,1997
SOHOPAT12A8C1436AC,My Never,225.67138,37.15735675,-63.93335787,"Houston, Texas",-12.637,Approaching Normal,103.647,post-grunge,2009
SOCKZDX12A58A7B950,Motel Room In My Bed (LP Version),160.07791,37.15735675,-63.93335787,Not available,-6.671,Under The Big Black Sun,122.495,heavy metal,0
SOJEZUU12AB018B8C5,Fire,192.23465,37.15735675,-63.93335787,"Seattle, USA",-6.216,Valleys Of Neptune,167.263,blues-rock,1969
SOROJYG12AB0182217,???????,200.46322,37.15735675,-63.93335787,Not available,-4.003,Kino,133.981,experimental pop,0
SOUEEDA12AC3DF474F,Brute Force II,240.06485,39.95227,-75.16237,"Philadelphia, PA",-7.359,Greatest Features,87.005,hip hop,0
SONJHTY12AB017FCE6,One Hour Empire,102.94812,52.47859,-1.9086,"Birmingham, England",-7.42,Pendulum,161.196,dream pop,2003
SOUWIHB12AB0182455,No More Lonely Nights,227.5522,40.71455,-74.00712,"New York, NY",-5.355,Down By The River,64.734,chinese music,0
SOKOPOR12AB0184FED,Dogon,256.70485,37.15735675,-63.93335787,Not available,-12.891,Black Ark EP,51.265,broken beat,1998
SOQTUQJ12A8C144F36,Ma soeur,226.06322,37.15735675,-63.93335787,Not available,-8.26,Les autres,103.427,dance rock,0
SOFMMKA12A58A7CBF5,Welcome,216.92036,37.15735675,-63.93335787,"Chiswick, London, England",-8.238,Brother Bear Original Soundtrack (English Version),123.943,soft rock,2003
